pathway,database,overlap,pathway_size,fold_enrichment,vif,z_score,p_value,overlapping_genes,fdr_q
Mitotic Metaphase And Anaphase R-HSA-2555396,Reactome,5,217,1.39,3.61,0.25,0.40085745718182497,"ANAPC7, CHMP2A, PAFAH1B1, PPP2CA, SUMO1",0.6280901762209516
G2/M Transition R-HSA-69275,Reactome,4,171,1.41,2.54,0.25,0.4020973215628154,"CEP76, LIN52, PAFAH1B1, PPP2CA",0.6280901762209516
Interferon Signaling R-HSA-913531,Reactome,4,165,1.46,3.57,0.24,0.4032324113208804,"ABCE1, EIF4A2, GBP7, SUMO1",0.6280901762209516
AMPK signaling pathway,KEGG,3,120,1.5,2.22,0.24,0.40412600977897606,"PPP2CA, PPP2R2D, PRKAG1",0.6280901762209516
Amyotrophic lateral sclerosis,KEGG,7,318,1.32,5.04,0.24,0.4053789848425501,"GRIA2, HNRNPA1, HNRNPA3, KIF5B, PFN1, RAE1, UQCRH",0.6280901762209516
Cell-Cell Communication R-HSA-1500931,Reactome,3,114,1.58,3.55,0.24,0.4067697622904054,"LIMS1, MAGI2, NCK2",0.6280901762209516
RNA Polymerase II Transcription R-HSA-73857,Reactome,19,941,1.21,10.27,0.23,0.4073231108661382,"ANAPC7, CPSF6, ELOB, EPC1, GRIA2, GTF2H5, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, HDAC3, PERP, PPP2CA, PRKAG1, PVALB, SUMO1, U2AF1",0.6280901762209516
Mitotic G2-G2/M Phases R-HSA-453274,Reactome,4,173,1.39,2.54,0.23,0.40748579665341383,"CEP76, LIN52, PAFAH1B1, PPP2CA",0.6280901762209516
Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,Reactome,2,70,1.72,2.02,0.22,0.4122704753991257,"MYH2, PLPP4",0.6332814519017498
Purine metabolism,KEGG,3,126,1.43,1.73,0.22,0.4147663700423785,"ADA2, NT5C3B, PDE6D",0.6349334500306273
MAPK signaling pathway,KEGG,6,288,1.25,2.64,0.2,0.41926756025500833,"CACNB1, CACNG5, FGF9, HSPA1L, NLK, RAPGEF2",0.6372886627097272
Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320,Reactome,2,74,1.63,1.48,0.2,0.4200337590235516,"CEP76, PAFAH1B1",0.6372886627097272
Transcription Of HIV Genome R-HSA-167172,Reactome,2,67,1.8,3.4,0.2,0.42058200335429424,"ELOB, GTF2H5",0.6372886627097272
Centrosome Maturation R-HSA-380287,Reactome,2,75,1.6,1.36,0.2,0.42210567703848784,"CEP76, PAFAH1B1",0.6374366136358245
Interferon Gamma Signaling R-HSA-877300,Reactome,2,73,1.65,1.92,0.19,0.4248053618734092,"GBP7, SUMO1",0.6383061928957908
Class B/2 (Secretin Family Receptors) R-HSA-373080,Reactome,2,71,1.69,2.5,0.19,0.4255374619305272,"ADGRE2, GNB1",0.6383061928957908
Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942,Reactome,2,79,1.52,1.33,0.14,0.44339854076010154,"CEP76, PAFAH1B1",0.6486427418361993
Metabolism Of Proteins R-HSA-392499,Reactome,32,1745,1.1,12.34,0.14,0.4440012576205536,"ADA2, ALPG, ATXN7, COPS3, CSF2RA, DDB1, EIF3G, EIF4A2, EIF5A2, ELOB, FAU, FBXO27, GNB1, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, HDAC3, HNRNPK, KIF5B, PFDN6, RAB5C, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2, SUMO1",0.6486427418361993
Signaling By Insulin Receptor R-HSA-74752,Reactome,2,77,1.56,2.03,0.14,0.4452840343683113,"ATP6V0E2, FGF9",0.6486427418361993
Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340,Reactome,2,80,1.5,1.32,0.13,0.4484821270699273,"FABP4, HDAC3",0.6486427418361993
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,Reactome,8,403,1.19,5.95,0.13,0.44856407388288383,"CPSF6, FGF9, HDAC3, KIF5B, PHB1, PPP2CA, QKI, TENT4A",0.6486427418361993
G2-M Checkpoint,Hallmark,4,190,1.27,2.34,0.13,0.44944376317612295,"KIF5B, MEIS2, PAFAH1B1, TENT4A",0.6486427418361993
p53 Pathway,Hallmark,4,187,1.29,3.19,0.13,0.4499583938531223,"HDAC3, KRT17, PERP, TAX1BP3",0.6486427418361993
Immune System R-HSA-168256,Reactome,32,1760,1.09,13.23,0.12,0.4514875693584375,"ABCE1, ACLY, ADA2, ANAPC7, ATP6V0E2, CD1B, CD1C, CD300LD, CRCP, CSF2RA, DDX3X, DEFB104A, EIF4A2, ELOB, FBXO27, GBP7, HNRNPDL, IL3RA, KIF5B, KLRC1, KLRC2, MYH2, NKIRAS1, NPEPPS, PILRA, PLPP4, POLR3H, PPP2CA, RAB5C, RNF41, RPLP0, SUMO1",0.6486427418361993
Beta-catenin Independent WNT Signaling R-HSA-3858494,Reactome,3,133,1.36,2.68,0.12,0.45221969900062664,"GNB1, NLK, PFN1",0.6486427418361993
Ubiquitin mediated proteolysis,KEGG,3,129,1.4,4.22,0.12,0.45245739496031734,"ANAPC7, DDB1, ELOB",0.6486427418361993
Estrogen signaling pathway,KEGG,3,135,1.34,2.16,0.12,0.45328655522861383,"HSPA1L, KRT14, KRT17",0.6486427418361993
Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410,Reactome,2,80,1.5,1.67,0.12,0.4542166236118229,"ABCE1, EIF4A2",0.6486427418361993
RNA Polymerase II Pre-transcription Events R-HSA-674695,Reactome,2,78,1.54,2.74,0.11,0.4566754518114974,"ELOB, GTF2H5",0.6486427418361993
Synaptic vesicle cycle,KEGG,2,77,1.56,3.57,0.1,0.4586175311744347,"ATP6V0E2, CPLX1",0.6486427418361993
Platelet Homeostasis R-HSA-418346,Reactome,2,81,1.48,1.94,0.1,0.46180885675689887,"GNB1, PPP2CA",0.6486427418361993
EPH-Ephrin Signaling R-HSA-2682334,Reactome,2,84,1.43,1.36,0.08,0.4697939577986997,"NCK2, SYNGAP1",0.6486427418361993
IL-6/JAK/STAT3 Signaling,Hallmark,2,84,1.43,1.64,0.07,0.47248304178821937,"CSF2RA, IL3RA",0.6486427418361993
Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,Reactome,2,84,1.43,1.8,0.07,0.4737590058878317,"PAFAH1B1, PPP2CA",0.6486427418361993
SARS-CoV Infections R-HSA-9679506,Reactome,6,312,1.16,4.54,0.07,0.4738809864677804,"CHMP2A, FAU, GJA1, RPS10, RPS2, SUMO1",0.6486427418361993
Adaptive Immune System R-HSA-1280218,Reactome,12,663,1.09,5.23,0.06,0.474231804016753,"ANAPC7, CD1B, CD1C, CD300LD, ELOB, FBXO27, KIF5B, KLRC1, NPEPPS, PILRA, PPP2CA, RNF41",0.6486427418361993
Staphylococcus aureus infection,KEGG,2,81,1.48,4.35,0.06,0.4744855028420523,"KRT14, KRT17",0.6486427418361993
DNA Repair,Hallmark,3,140,1.29,4.23,0.06,0.47783459760658636,"DDB1, GTF2H5, RAE1",0.6486427418361993
VEGFA-VEGFR2 Pathway R-HSA-4420097,Reactome,2,85,1.42,1.83,0.05,0.47827963974217724,"NCK2, SYNGAP1",0.6486427418361993
PI3K-Akt signaling pathway,KEGG,6,318,1.13,3.42,0.05,0.47971056880717544,"FGF9, GNB1, IL3RA, MAGI2, PPP2CA, PPP2R2D",0.6486427418361993
Organelle Biogenesis And Maintenance R-HSA-1852241,Reactome,5,258,1.17,4.12,0.05,0.47973921527459384,"CEP76, HDAC3, PAFAH1B1, PDE6D, PRKAG1",0.6486427418361993
Mitochondrial Biogenesis R-HSA-1592230,Reactome,2,86,1.4,1.53,0.05,0.48092753830486595,"HDAC3, PRKAG1",0.6486427418361993
Rap1 signaling pathway,KEGG,4,202,1.19,3.13,0.04,0.48237583063321643,"FGF9, MAGI2, PFN1, RAPGEF2",0.6486427418361993
Opioid Signaling R-HSA-111885,Reactome,2,86,1.4,1.9,0.04,0.482856540217006,"GNB1, PPP2CA",0.6486427418361993
Peptide Hormone Metabolism R-HSA-2980736,Reactome,2,87,1.38,1.94,0.03,0.48714942337077105,"GNB1, KIF5B",0.6486427418361993
EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,Reactome,2,88,1.37,2.05,0.02,0.49144821804694505,"PAFAH1B1, PPP2CA",0.6486427418361993
Protein-protein Interactions At Synapses R-HSA-6794362,Reactome,2,88,1.37,2.48,0.02,0.49222182456818653,"LIN7A, SYT7",0.6486427418361993
HIV Infection R-HSA-162906,Reactome,4,208,1.16,4.12,0.01,0.4955588800333476,"CHMP2A, ELOB, GTF2H5, NMT1",0.6486427418361993
Oxytocin signaling pathway,KEGG,3,149,1.21,2.5,0.01,0.49635120170813557,"CACNB1, CACNG5, PRKAG1",0.6486427418361993
Longevity regulating pathway,KEGG,3,149,1.21,3.52,0.01,0.49692526995761965,"CRYAB, HSPA1L, PRKAG1",0.6486427418361993
Influenza A,KEGG,3,150,1.2,2.62,0.0,0.4990796405081045,"RAE1, TPSAB1, TPSB2",0.6486427418361993
Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,Reactome,2,91,1.32,2.17,-0.01,0.5029234678819411,"CEP76, PAFAH1B1",0.6486427418361993
TGF-beta signaling pathway,KEGG,2,91,1.32,1.88,-0.01,0.5031407376405116,"PPP2CA, SMAD9",0.6486427418361993
Signaling By VEGF R-HSA-194138,Reactome,2,91,1.32,1.49,-0.01,0.5035350529010165,"NCK2, SYNGAP1",0.6486427418361993
UCH Proteinases R-HSA-5689603,Reactome,2,91,1.32,1.25,-0.01,0.5038477055649762,"H2AC20, H2AC4",0.6486427418361993
Human immunodeficiency virus 1 infection,KEGG,3,183,0.99,2.31,-0.02,0.506554141337078,"DDB1, ELOB, GNB1",0.6486427418361993
MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,Reactome,2,92,1.31,1.67,-0.02,0.5075086530372966,"NKIRAS1, PPP2CA",0.6486427418361993
Circadian entrainment,KEGG,2,92,1.31,1.46,-0.02,0.5080388736762653,"GNB1, GRIA2",0.6486427418361993
KRAS Signaling Dn,Hallmark,3,184,0.98,2.64,-0.02,0.5084802985811776,"CKM, NRIP2, TGM1",0.6486427418361993
Mitotic Spindle,Hallmark,3,186,0.97,2.66,-0.03,0.5130842418392693,"KIF5B, NCK2, PAFAH1B1",0.6486427418361993
Cellular Response To Heat Stress R-HSA-3371556,Reactome,2,94,1.28,1.83,-0.04,0.5150494573657914,"CRYAB, HSPA1L",0.6486427418361993
Cytokine Signaling In Immune System R-HSA-1280215,Reactome,11,650,1.02,6.18,-0.04,0.5154992097099836,"ABCE1, CSF2RA, EIF4A2, ELOB, GBP7, HNRNPDL, IL3RA, NKIRAS1, PPP2CA, RPLP0, SUMO1",0.6486427418361993
KRAS Signaling Up,Hallmark,3,189,0.95,3.41,-0.04,0.5176293048402593,"ALDH1A2, CSF2RA, FGF9",0.6486427418361993
Separation Of Sister Chromatids R-HSA-2467813,Reactome,3,158,1.14,2.83,-0.05,0.518868784760858,"ANAPC7, PAFAH1B1, PPP2CA",0.6486427418361993
G1/S Transition R-HSA-69206,Reactome,2,126,0.95,1.91,-0.05,0.5191972230665295,"LIN52, PPP2CA",0.6486427418361993
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome,8,469,1.03,4.81,-0.05,0.5199188633380305,"ATP6V0E2, FGF9, HDAC3, HNRNPA1, NCK2, PPP2CA, RNF41, SYNGAP1",0.6486427418361993
Resolution Of Sister Chromatid Cohesion R-HSA-2500257,Reactome,2,96,1.25,2.29,-0.05,0.5203337352719347,"PAFAH1B1, PPP2CA",0.6486427418361993
FoxO signaling pathway,KEGG,2,127,0.95,2.14,-0.05,0.5212030770527994,"NLK, PRKAG1",0.6486427418361993
TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,Reactome,2,96,1.25,1.67,-0.06,0.52376689814431,"NKIRAS1, PPP2CA",0.6486427418361993
Neddylation R-HSA-8951664,Reactome,4,226,1.06,4.7,-0.06,0.5248542607206051,"COPS3, DDB1, ELOB, FBXO27",0.6486427418361993
Potassium Channels R-HSA-1296071,Reactome,2,100,1.2,4.02,-0.06,0.5253833781834035,"GNB1, KCNQ5",0.6486427418361993
Ras signaling pathway,KEGG,4,223,1.08,2.81,-0.07,0.5261029059293096,"FGF9, GNB1, RAB5C, SYNGAP1",0.6486427418361993
Clathrin-mediated Endocytosis R-HSA-8856828,Reactome,2,128,0.94,1.76,-0.07,0.5267786330840487,"COPS3, RAB5C",0.6486427418361993
MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,Reactome,2,97,1.24,1.67,-0.07,0.5277226767362571,"NKIRAS1, PPP2CA",0.6486427418361993
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,Reactome,2,98,1.23,1.67,-0.08,0.5316361952496577,"NKIRAS1, PPP2CA",0.6486427418361993
Protein processing in endoplasmic reticulum,KEGG,3,163,1.11,2.57,-0.08,0.5321800990096597,"CRYAB, HSPA1L, SAR1A",0.6486427418361993
Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,Reactome,5,293,1.03,4.46,-0.08,0.5323762232014763,"ANAPC7, ELOB, FBXO27, NPEPPS, RNF41",0.6486427418361993
Spinocerebellar ataxia,KEGG,2,132,0.91,2.58,-0.08,0.5330570952321896,"GRIA2, TBPL1",0.6486427418361993
Protein digestion and absorption,KEGG,2,100,1.2,2.34,-0.08,0.533285511220186,"CELA2A, CELA2B",0.6486427418361993
mTORC1 Signaling,Hallmark,3,194,0.93,2.29,-0.08,0.5336143964573592,"ACLY, HSPE1, NMT1",0.6486427418361993
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,Reactome,2,99,1.21,1.67,-0.09,0.5355080611709414,"NKIRAS1, PPP2CA",0.6486427418361993
Chagas disease,KEGG,2,99,1.21,1.6,-0.09,0.5363529938243815,"PPP2CA, PPP2R2D",0.6486427418361993
Apelin signaling pathway,KEGG,2,131,0.92,1.61,-0.1,0.5384235207961817,"GNB1, PRKAG1",0.6486427418361993
Huntington disease,KEGG,4,266,0.9,3.94,-0.1,0.5410472715889473,"GRIA2, KIF5B, TBPL1, UQCRH",0.6486427418361993
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,Reactome,2,101,1.19,1.67,-0.11,0.543129212166537,"NKIRAS1, PPP2CA",0.6486427418361993
Pancreatic secretion,KEGG,2,101,1.19,1.64,-0.11,0.5435310802809217,"CELA2A, CELA2B",0.6486427418361993
Signal Transduction R-HSA-162582,Reactome,36,2304,0.94,13.64,-0.11,0.5440962204218545,"ADGRE2, ALDH1A2, ATP6V0E2, CSF2RA, FGF9, GJA1, GNB1, GNRH2, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, H3-4, HDAC3, HNRNPA1, HSPE1, IL3RA, KIF5B, NCK2, NIPSNAP2, NLK, PAFAH1B1, PDE6D, PFN1, PHB1, PPP2CA, PRKAG1, RAPGEF2, RDH16, RNF41, SMAD9, SYNGAP1, TAS2R50, TAX1BP3",0.6486427418361993
Fluid shear stress and atherosclerosis,KEGG,2,132,0.91,1.42,-0.11,0.5445044587474466,"GSTA1, SUMO1",0.6486427418361993
Cilium Assembly R-HSA-5617833,Reactome,3,172,1.05,3.66,-0.11,0.5449065000109808,"CEP76, PAFAH1B1, PDE6D",0.6486427418361993
Hepatitis C,KEGG,2,137,0.88,2.6,-0.12,0.5460785509341176,"PPP2CA, PPP2R2D",0.6486427418361993
MyD88-independent TLR4 Cascade R-HSA-166166,Reactome,2,102,1.18,1.67,-0.12,0.5468796596582637,"NKIRAS1, PPP2CA",0.6486427418361993
Transcriptional Regulation By TP53 R-HSA-3700989,Reactome,5,333,0.9,3.89,-0.12,0.5469692300497428,"ELOB, GTF2H5, PERP, PPP2CA, PRKAG1",0.6486427418361993
Thermogenesis,KEGG,3,208,0.87,4.16,-0.12,0.5488264807307127,"DPF3, PRKAG1, UQCRH",0.6486427418361993
PI3K/AKT/mTOR  Signaling,Hallmark,2,103,1.17,1.78,-0.12,0.5489832674422951,"PFN1, PRKAG1",0.6486427418361993
Retrograde endocannabinoid signaling,KEGG,2,137,0.88,2.19,-0.13,0.5501729338353161,"GNB1, GRIA2",0.6486427418361993
Unfolded Protein Response,Hallmark,2,103,1.17,1.67,-0.13,0.5506456066813024,"EIF4A2, KIF5B",0.6486427418361993
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,Reactome,2,135,0.89,1.67,-0.13,0.5509109632098086,"NKIRAS1, PPP2CA",0.6486427418361993
Phagosome,KEGG,2,135,0.89,1.64,-0.13,0.5514188856773059,"ATP6V0E2, RAB5C",0.6486427418361993
Mitotic Prometaphase R-HSA-68877,Reactome,3,171,1.06,2.35,-0.13,0.5535282320825861,"CEP76, PAFAH1B1, PPP2CA",0.649415012443349
Glutamatergic synapse,KEGG,2,111,1.08,3.3,-0.14,0.5563910839251793,"GNB1, GRIA2",0.6502090012641734
Oxidative phosphorylation,KEGG,2,112,1.07,3.33,-0.15,0.5584952697211368,"ATP6V0E2, UQCRH",0.6502090012641734
"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558",Reactome,2,105,1.15,1.63,-0.15,0.5585688064551289,"FGF9, PPP2CA",0.6502090012641734
Golgi-to-ER Retrograde Transport R-HSA-8856688,Reactome,2,108,1.11,1.86,-0.16,0.5650264338816234,"KIF5B, PAFAH1B1",0.6525005432652216
Cholinergic synapse,KEGG,2,111,1.08,2.38,-0.17,0.5662524727586422,"GNB1, KCNQ5",0.6525005432652216
Non-alcoholic fatty liver disease,KEGG,2,144,0.84,2.37,-0.17,0.5666155314937448,"PRKAG1, UQCRH",0.6525005432652216
Cardiac Conduction R-HSA-5576891,Reactome,2,117,1.03,3.67,-0.17,0.5669683155296213,"CACNB1, FGF11",0.6525005432652216
MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,Reactome,2,108,1.11,1.67,-0.17,0.5685755832635029,"NKIRAS1, PPP2CA",0.6525005432652216
Hippo signaling pathway,KEGG,2,148,0.81,2.9,-0.17,0.5694062793559539,"PPP2CA, PPP2R2D",0.6525005432652216
Degradation Of Extracellular Matrix R-HSA-1474228,Reactome,2,106,1.13,1.26,-0.18,0.570755508762196,"SPOCK3, TPSAB1",0.6525005432652216
Hepatitis B,KEGG,2,142,0.85,1.63,-0.19,0.573887264475209,"DDB1, DDX3X",0.6527291793177861
Mitotic G1 Phase And G1/S Transition R-HSA-453279,Reactome,2,144,0.84,1.91,-0.19,0.5741088479600026,"LIN52, PPP2CA",0.6527291793177861
Human papillomavirus infection,KEGG,4,280,0.86,2.62,-0.19,0.5757732660599689,"ATP6V0E2, PPP2CA, PPP2R2D, TBPL1",0.6527291793177861
Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome,5,356,0.84,3.82,-0.2,0.5781696772105341,"ANAPC7, ELOB, FBXO27, NPEPPS, RNF41",0.6527291793177861
Regulation Of TP53 Activity R-HSA-5633007,Reactome,2,150,0.8,2.58,-0.2,0.5783014963037193,"PPP2CA, PRKAG1",0.6527291793177861
Platelet Degranulation R-HSA-114608,Reactome,2,113,1.06,1.81,-0.21,0.5823386477112067,"PFN1, TAGLN2",0.6527291793177861
S Phase R-HSA-69242,Reactome,2,157,0.77,3.34,-0.21,0.5830558966093173,"ANAPC7, LIN52",0.6527291793177861
Negative Regulation Of PI3K/AKT Network R-HSA-199418,Reactome,2,112,1.07,1.63,-0.21,0.5832572890157136,"FGF9, PPP2CA",0.6527291793177861
Oocyte meiosis,KEGG,2,113,1.06,1.74,-0.21,0.5840976996132314,"ANAPC7, PPP2CA",0.6527291793177861
JAK-STAT signaling pathway,KEGG,2,148,0.81,1.64,-0.23,0.5919780008452442,"CSF2RA, IL3RA",0.6580438666800187
SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,Reactome,2,156,0.77,2.5,-0.24,0.5935222530635151,"HNRNPK, SUMO1",0.6580438666800187
Hepatocellular carcinoma,KEGG,2,145,0.83,1.26,-0.24,0.5943170816026161,"DPF3, GSTA1",0.6580438666800187
Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,Reactome,2,118,1.02,1.94,-0.24,0.5947421076929028,"PFN1, TAGLN2",0.6580438666800187
Signaling By Interleukins R-HSA-449147,Reactome,6,433,0.83,3.3,-0.25,0.5994476189186548,"CSF2RA, HNRNPDL, IL3RA, NKIRAS1, PPP2CA, RPLP0",0.6601136402592974
Innate Immune System R-HSA-168249,Reactome,13,918,0.85,5.66,-0.25,0.6001061741243259,"ACLY, ADA2, ATP6V0E2, CRCP, DDX3X, DEFB104A, KLRC2, MYH2, NKIRAS1, PLPP4, POLR3H, PPP2CA, RAB5C",0.6601136402592974
Neuroactive ligand-receptor interaction,KEGG,4,334,0.72,6.7,-0.26,0.6024963485957727,"GLRA1, GNRH2, GRIA2, P2RY8",0.6601136402592974
Membrane Trafficking R-HSA-199991,Reactome,7,546,0.77,6.95,-0.27,0.6059477093550788,"CHMP2A, COPS3, GJA1, KIF5B, PAFAH1B1, PRKAG1, RAB5C",0.6601136402592974
Sphingolipid signaling pathway,KEGG,2,119,1.01,1.6,-0.27,0.6074907218185551,"PPP2CA, PPP2R2D",0.6601136402592974
Salmonella infection,KEGG,3,235,0.77,2.78,-0.28,0.6101269923194713,"KIF5B, PFN1, RAB5C",0.6601136402592974
SUMOylation R-HSA-2990846,Reactome,2,162,0.74,2.31,-0.28,0.6111013891046078,"HNRNPK, SUMO1",0.6601136402592974
"Platelet Activation, Signaling And Aggregation R-HSA-76002",Reactome,3,236,0.76,2.73,-0.29,0.6129149347354154,"GNB1, PFN1, TAGLN2",0.6601136402592974
Toll-like Receptor Cascades R-HSA-168898,Reactome,2,156,0.77,1.67,-0.29,0.6137352421022814,"NKIRAS1, PPP2CA",0.6601136402592974
Epithelial Mesenchymal Transition,Hallmark,2,184,0.65,4.51,-0.29,0.6139221745290439,"GJA1, TPM2",0.6601136402592974
Shigellosis,KEGG,3,233,0.77,2.39,-0.29,0.6147937180382593,"H3-4, PFN1, U2AF1",0.6601136402592974
Prion disease,KEGG,3,244,0.74,3.27,-0.29,0.6159677929808178,"HSPA1L, KIF5B, UQCRH",0.6601136402592974
Herpes simplex virus 1 infection,KEGG,2,154,0.78,1.45,-0.3,0.6161325228264362,"PILRA, PILRB",0.6601136402592974
Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,Reactome,2,165,0.73,2.33,-0.3,0.6172874756787166,"KIF5B, PAFAH1B1",0.6601136402592974
Cellular Response To Chemical Stress R-HSA-9711123,Reactome,2,176,0.68,3.17,-0.31,0.6210983982347482,"GSTA1, HDAC3",0.6626037804556861
PIP3 Activates AKT Signaling R-HSA-1257604,Reactome,3,260,0.69,3.52,-0.34,0.634886349929418,"FGF9, HDAC3, PPP2CA",0.6745561935916882
Vesicle-mediated Transport R-HSA-5653656,Reactome,7,582,0.72,6.55,-0.35,0.6353202628682343,"CHMP2A, COPS3, GJA1, KIF5B, PAFAH1B1, PRKAG1, RAB5C",0.6745561935916882
IL-2/STAT5 Signaling,Hallmark,2,190,0.63,3.18,-0.37,0.6448341428107619,"GLIPR2, IL3RA",0.683035217621826
GPCR Ligand Binding R-HSA-500792,Reactome,4,415,0.58,8.74,-0.38,0.648767553027795,"ADGRE2, GNB1, GNRH2, TAS2R50",0.6845617516204278
Estrogen Response Late,Hallmark,2,190,0.63,2.98,-0.38,0.6493382163021507,"PERP, TPSAB1",0.6845617516204278
Pathways in cancer,KEGG,6,478,0.75,3.13,-0.4,0.6554966257400076,"CSF2RA, ELOB, FGF9, GNB1, GSTA1, IL3RA",0.6894282157783138
Post-translational Protein Modification R-HSA-597592,Reactome,16,1261,0.76,7.69,-0.41,0.6598726752346314,"ALPG, ATXN7, COPS3, DDB1, EIF5A2, ELOB, FBXO27, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, HNRNPK, RAB5C, RPS2, SUMO1",0.6924016099292963
Programmed Cell Death R-HSA-5357801,Reactome,2,192,0.63,2.38,-0.44,0.6698627131333463,"CHMP2A, NMT1",0.7012380158562197
G Alpha (I) Signaling Events R-HSA-418594,Reactome,3,300,0.6,4.17,-0.44,0.6714658354949634,"GNB1, PPP2CA, TAS2R50",0.7012738982856276
G Alpha (Q) Signaling Events R-HSA-416476,Reactome,2,200,0.6,2.7,-0.45,0.6733046375156313,"GNB1, GNRH2",0.7015551817470564
Human T-cell leukemia virus 1 infection,KEGG,2,199,0.6,2.52,-0.46,0.6771945743807466,"ANAPC7, TBPL1",0.7039673831353342
Leishmania Infection R-HSA-9658195,Reactome,2,224,0.54,3.63,-0.48,0.6830766995484286,"GNB1, MYH2",0.7072435650929895
Calcium signaling pathway,KEGG,2,226,0.53,3.72,-0.48,0.6835105595529563,"FGF9, TNNC2",0.7072435650929895
Intracellular Signaling By Second Messengers R-HSA-9006925,Reactome,3,297,0.61,3.38,-0.48,0.6854567372127995,"FGF9, HDAC3, PPP2CA",0.7076193107023588
RHO GTPase Cycle R-HSA-9012999,Reactome,4,404,0.6,4.69,-0.49,0.6896205682713828,"GJA1, HSPE1, NCK2, NIPSNAP2",0.7102774055698344
Regulation of actin cytoskeleton,KEGG,2,207,0.58,2.33,-0.52,0.6973966833172798,"FGF9, PFN1",0.7166352125122392
Metabolism R-HSA-1430728,Reactome,24,1967,0.73,9.76,-0.53,0.700894413210913,"ABHD5, ACLY, CKM, FABP4, FAU, FITM1, GNB1, GSTA1, HDAC3, PPP2CA, RBP1, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2, SULT1A1, UGT1A10, UGT2B10, UGT2B28, UGT2B7, UQCRH",0.7185775291405461
Parkinson disease,KEGG,2,221,0.54,2.59,-0.55,0.7094371613212553,"KIF5B, UQCRH",0.7256714213057234
Neutrophil Degranulation R-HSA-6798695,Reactome,4,427,0.56,4.28,-0.58,0.7174426762791882,"ACLY, ADA2, DDX3X, RAB5C",0.7321846490794456
Hemostasis R-HSA-109582,Reactome,5,517,0.58,4.1,-0.62,0.7328167950122896,"GNB1, KIF5B, PFN1, PPP2CA, TAGLN2",0.746171087404313
Signaling By GPCR R-HSA-372790,Reactome,5,638,0.47,7.4,-0.65,0.7429509576100091,"ADGRE2, GNB1, GNRH2, PPP2CA, TAS2R50",0.7547706319356228
Cytokine-cytokine receptor interaction,KEGG,2,267,0.45,2.85,-0.7,0.7572724887852538,"CSF2RA, IL3RA",0.7675755158435565
Extracellular Matrix Organization R-HSA-1474244,Reactome,2,273,0.44,2.92,-0.71,0.7612373051583139,"SPOCK3, TPSAB1",0.769848586890874
GPCR Downstream Signaling R-HSA-388396,Reactome,4,590,0.41,6.29,-0.76,0.7766623603257841,"GNB1, GNRH2, PPP2CA, TAS2R50",0.783675113014956
Pathways of neurodegeneration,KEGG,3,402,0.45,3.11,-0.83,0.7955269388630627,"GRIA2, KIF5B, UQCRH",0.8009021208824076
Transport Of Small Molecules R-HSA-382551,Reactome,3,680,0.27,7.69,-0.92,0.8210768490324063,"ATP6V0E2, GNB1, PHB1",0.8233866735719682
Alzheimer disease,KEGG,2,319,0.38,2.52,-0.92,0.8215446452194581,"KIF5B, UQCRH",0.8233866735719682
Metabolism Of Lipids R-HSA-556833,Reactome,5,713,0.42,3.39,-1.12,0.8679278106477659,"ABHD5, ACLY, FABP4, FITM1, HDAC3",0.8679278106477659
